omega,level,participant_id,week,n_weeks,x,y
omega2,Within person,P100,6.0,,0.061887920502977645,-0.018111442570848846
omega2,Within person,P100,7.0,,0.039461819032260426,-0.2098969388015715
omega2,Within person,P100,8.0,,-0.02219267326771579,0.23405472795185556
omega2,Within person,P101,1.0,,-0.42258495461223056,-0.3128972188270829
omega2,Within person,P101,2.0,,0.19016990236858644,-0.05510829053320243
omega2,Within person,P101,3.0,,0.4062357568347085,-0.11728865421890147
omega2,Within person,P101,4.0,,0.3368327883383303,0.07521591841226
omega2,Within person,P101,5.0,,0.058723522524314564,0.05664558222845212
omega2,Within person,P101,6.0,,0.07268668335739525,0.19751185371560132
omega2,Within person,P101,7.0,,-0.24725678247982796,0.09798053842870758
omega2,Within person,P101,8.0,,-0.3948069163312765,0.057940270794165916
omega2,Within person,P102,1.0,,-0.02912545648009235,-0.451597650814435
omega2,Within person,P102,2.0,,0.02912545648009235,0.451597650814435
omega2,Within person,P103,1.0,,0.6003921743151848,0.06605612429667373
omega2,Within person,P103,2.0,,1.1066612535900888,0.41348032556263137
omega2,Within person,P103,3.0,,0.35706416608613445,1.5824348390654142
omega2,Within person,P103,4.0,,0.21908646486694533,-0.6414519182099787
omega2,Within person,P103,5.0,,-0.2755738812185501,-1.70566863492765
omega2,Within person,P103,6.0,,-1.9493974664879306,-1.0041229060760624
omega2,Within person,P103,7.0,,0.3505429202346093,-0.04835217390330815
omega2,Within person,P103,8.0,,-0.40877563138648254,1.33762434419228
omega2,Within person,P104,1.0,,2.664923171005912,-1.0985926501237662
omega2,Within person,P104,2.0,,2.2418054955582107,-0.2337982131414431
omega2,Within person,P104,3.0,,-0.5970166458920148,-0.1818394326247782
omega2,Within person,P104,4.0,,-0.8892216550257446,-0.37261481087823456
omega2,Within person,P104,5.0,,-0.8215358895600839,0.3111953240725429
omega2,Within person,P104,6.0,,-0.9814271185954253,0.6760708341481199
omega2,Within person,P104,7.0,,-0.6628067919885161,0.22350811439943907
omega2,Within person,P104,8.0,,-0.9547205655023381,0.6760708341481199
omega2,Within person,P105,1.0,,-1.3251966354315483,-0.2922839191919717
omega2,Within person,P105,2.0,,-0.1482401389858652,-1.4610747087152678
omega2,Within person,P105,3.0,,1.6185447279068663,2.234005416029773
omega2,Within person,P105,4.0,,2.692560328222525,2.311013261441594
omega2,Within person,P105,5.0,,-1.3184097180722292,-2.4842376110715896
omega2,Within person,P105,6.0,,-1.4962596531170904,-1.4073080146789128
omega2,Within person,P105,7.0,,-1.1888033641790972,-1.8540042325266115
omega2,Within person,P105,8.0,,1.1658044536564391,2.953889808712986
omega2,Within person,P106,1.0,,0.2679845339718886,0.2328878873363723
omega2,Within person,P106,2.0,,0.024160383533340823,-0.23671213352995008
omega2,Within person,P106,3.0,,-0.30073685372144016,0.0245127060618322
omega2,Within person,P106,4.0,,0.13030441593562725,-0.22536365370215178
omega2,Within person,P106,5.0,,0.2459610154433055,0.4841971055418144
omega2,Within person,P106,6.0,,-0.5141302846882598,0.09080701517130038
omega2,Within person,P106,7.0,,-0.12841306574978706,-0.30968374355299144
omega2,Within person,P106,8.0,,0.2748698552753245,-0.060645183326225954
omega2,Within person,P107,1.0,,0.9485733086771643,-0.4868870507717099
omega2,Within person,P107,2.0,,-0.5902165933234417,0.19074026441838998
omega2,Within person,P107,3.0,,-0.22843567928946656,0.5964776759934549
omega2,Within person,P107,4.0,,-0.5134370853981103,-0.24887068586365613
omega2,Within person,P107,5.0,,0.07426952810510887,0.19074026441838998
omega2,Within person,P107,6.0,,-0.3677047518327111,0.09330152755102294
omega2,Within person,P107,7.0,,-0.4937567930789051,0.48900678987279056
omega2,Within person,P107,8.0,,1.1707080661403617,-0.824508785618683
omega2,Within person,P108,1.0,,0.028840519002652998,0.22573247688185183
omega2,Within person,P108,2.0,,0.020269084687792982,-0.33682088105341035
omega2,Within person,P108,3.0,,-0.1072979227541101,-0.04649983348481446
omega2,Within person,P108,4.0,,0.16130348271345052,-0.23495718664989407
omega2,Within person,P108,5.0,,0.2380439573891251,0.30534054067493654
omega2,Within person,P108,6.0,,-0.14337603326943593,0.22573247688185183
omega2,Within person,P108,7.0,,0.11169498242753895,0.012783869122773295
omega2,Within person,P108,8.0,,-0.30947807019701423,-0.15131146237329463
omega2,Within person,P109,1.0,,0.48914679205824557,0.2313738607529232
omega2,Within person,P109,2.0,,-0.0873366412728947,0.24051698927545673
omega2,Within person,P109,3.0,,0.13918200951848606,-0.09884586268868634
omega2,Within person,P109,4.0,,-0.2991695664168734,-0.14941588352322888
omega2,Within person,P109,5.0,,-0.12375058752237766,0.3205684562835276
omega2,Within person,P109,6.0,,-0.007977521015953504,-0.6633239960392363
omega2,Within person,P109,7.0,,0.22194636830834427,0.2992262941023224
omega2,Within person,P109,8.0,,-0.3320408536569768,-0.18009985816307822
omega2,Within person,P110,1.0,,-0.15544867925981443,-0.24210340858179405
omega2,Within person,P110,2.0,,0.19878467474519157,0.2416101116902142
omega2,Within person,P110,3.0,,0.192366410873424,-0.09214777974970409
omega2,Within person,P110,4.0,,0.2112352641373758,-0.1717968559811914
omega2,Within person,P110,5.0,,-0.1534133625164228,-0.4961260940422678
omega2,Within person,P110,6.0,,0.016909609062593978,0.0786491094402319
omega2,Within person,P110,7.0,,-0.753020101971683,0.564315206786253
omega2,Within person,P110,8.0,,0.44258618492933444,0.11759971043825829
omega2,Within person,P111,1.0,,-1.3476194131873718,-0.9909512944765551
omega2,Within person,P111,2.0,,-0.33369550573376694,0.2644973100595212
omega2,Within person,P111,3.0,,-0.11542818618455325,0.46978914002042216
omega2,Within person,P111,4.0,,0.5336168604635009,-0.09525233306859696
omega2,Within person,P111,5.0,,0.23579045068972038,0.11804549251908233
omega2,Within person,P111,6.0,,0.22694772617881032,-0.040039583234412146
omega2,Within person,P111,7.0,,0.35239026345729463,0.15877182864580885
omega2,Within person,P111,8.0,,0.44799780431636604,0.11513943953472965
omega2,Within person,P112,1.0,,0.06421077841018252,0.5322398496351308
omega2,Within person,P112,2.0,,0.9997467285391488,-0.7497666540738395
omega2,Within person,P112,3.0,,-1.0639575069493317,0.21752680443870864
omega2,Within person,P113,1.0,,0.021050273873117635,0.11720381867058671
omega2,Within person,P113,2.0,,-0.021050273873117642,-0.11720381867058673
omega2,Within person,P114,1.0,,0.0,0.0
omega2,Within person,P115,1.0,,-0.23689249971951443,-0.630595890818656
omega2,Within person,P115,2.0,,-0.12149389596624471,-0.1556788842231322
omega2,Within person,P115,3.0,,-0.15349656342438744,0.16667183410026012
omega2,Within person,P115,4.0,,0.4967137842896223,0.18834772872917385
omega2,Within person,P115,5.0,,0.002704738793015804,0.3397223574243441
omega2,Within person,P115,6.0,,-0.019243033599032233,0.21234466245482045
omega2,Within person,P115,7.0,,-0.05016052857085629,0.057481791963399115
omega2,Within person,P115,8.0,,0.08186799819739665,-0.17829359963020947
omega2,Within person,P116,1.0,,0.1741958267376582,-0.12211450162946944
omega2,Within person,P116,2.0,,0.19927201654420024,0.3792143073435129
omega2,Within person,P116,3.0,,-0.3734678432818585,-0.25709980571404345
omega2,Within person,P117,1.0,,-0.5470165100996176,-1.8625675724332473
omega2,Within person,P117,2.0,,-1.427845883024081,-1.4227240155457692
omega2,Within person,P117,3.0,,1.5001689541035654,0.4326347203005314
omega2,Within person,P117,4.0,,-0.16584623176782132,1.3500729903612105
omega2,Within person,P117,5.0,,0.6379879966355996,-1.2807981192980127
omega2,Within person,P117,6.0,,-0.931446078987483,0.5416880185718829
omega2,Within person,P117,7.0,,0.8664294065148236,1.4475997503338232
omega2,Within person,P117,8.0,,0.06756834662501443,0.7940942277095816
omega2,Within person,P118,1.0,,0.21057540606142455,0.34239433168491784
omega2,Within person,P118,2.0,,0.6786815347152471,-0.02496452586840725
omega2,Within person,P118,3.0,,0.5768855620848286,0.5228851400521083
omega2,Within person,P118,4.0,,0.6021339552411462,-0.3071469732191523
omega2,Within person,P118,5.0,,0.3600861035280086,-0.13707665067625127
omega2,Within person,P118,6.0,,0.10030220450758354,0.5246565647181944
omega2,Within person,P118,7.0,,-0.0686128108915885,0.1248345055665187
omega2,Within person,P118,8.0,,-2.4600519552466498,-1.0455823922579284
omega2,Within person,P119,1.0,,-2.614470167644463,-2.315928557140831
omega2,Within person,P119,2.0,,-1.2012480256127702,-4.074695634032536
omega2,Within person,P119,3.0,,-2.2900059254641456,-1.3733555197799003
omega2,Within person,P119,4.0,,1.009890459326704,1.4516263048787181
omega2,Within person,P119,5.0,,1.2637257188501476,1.8155354001221211
omega2,Within person,P119,6.0,,1.4357484990976963,1.507793824104218
omega2,Within person,P119,7.0,,1.3476819759479006,1.5081618134143138
omega2,Within person,P119,8.0,,1.0486774654989306,1.4808623684338955
omega2,Within person,P120,1.0,,-0.013302413814112013,-0.25726113188560723
omega2,Within person,P120,2.0,,0.3862080980160241,0.20097535187171411
omega2,Within person,P120,3.0,,-0.1627488424140876,0.2863686934037004
omega2,Within person,P120,4.0,,0.19622837877873706,0.1546425342400174
omega2,Within person,P120,5.0,,-1.2952427963790005,-0.18301842850691347
omega2,Within person,P120,6.0,,-0.2603094943110116,0.3591830234872768
omega2,Within person,P120,7.0,,0.5498905398778514,0.31977090483309434
omega2,Within person,P120,8.0,,0.599276530245599,-0.8806609474432825
omega2,Within person,P121,1.0,,-0.09531098432801044,-0.31477413568641455
omega2,Within person,P121,2.0,,0.27564838797543445,0.2573923220351618
omega2,Within person,P121,3.0,,-0.04407023420699696,-0.19552995100947418
omega2,Within person,P121,4.0,,0.45621802474708295,0.1638308469428035
omega2,Within person,P121,5.0,,-0.2868774965239575,0.23975833682992045
omega2,Within person,P121,6.0,,-0.20851749806624603,-0.5012470941362018
omega2,Within person,P121,7.0,,0.03339345892986256,0.21826138328324665
omega2,Within person,P121,8.0,,-0.1304836585271691,0.13230829174095812
omega2,Within person,P122,1.0,,0.0,0.0
omega2,Within person,P123,1.0,,-1.9775353112464429,0.46287389756551134
omega2,Within person,P123,2.0,,-2.0079233296904615,0.1035034548531818
omega2,Within person,P123,3.0,,0.6064226260339955,-0.442705290539784
omega2,Within person,P123,4.0,,0.3445407454295694,0.27661438657186244
omega2,Within person,P123,5.0,,0.6632228993398026,-0.002763114143767842
omega2,Within person,P123,6.0,,1.0444129191442615,-0.15126027610850634
omega2,Within person,P123,7.0,,0.5476155891521333,0.11070062659848579
omega2,Within person,P123,8.0,,0.779243861837142,-0.35696368479698287
omega2,Within person,P124,1.0,,0.3013744706687884,-0.2712945617856002
omega2,Within person,P124,2.0,,-0.4687804877433432,-2.311835118240664
omega2,Within person,P124,3.0,,-0.047494475411909653,-0.2349902035406446
omega2,Within person,P124,4.0,,0.11571640788223869,0.5196860811741895
omega2,Within person,P124,5.0,,-0.05281174135481792,0.7865240480680996
omega2,Within person,P124,6.0,,0.24428477139199856,0.8651731148977165
omega2,Within person,P124,7.0,,-0.16657287863606107,0.5300926282572522
omega2,Within person,P124,8.0,,0.07428393320310622,0.11664401116965117
omega2,Within person,P125,1.0,,-0.5109454400798561,0.1649689247259456
omega2,Within person,P125,2.0,,-0.6727948939785114,0.9968035998888188
omega2,Within person,P125,3.0,,-0.1309780893019442,0.1353831376751029
omega2,Within person,P125,4.0,,0.12620160371466527,-0.20699767630569058
omega2,Within person,P125,5.0,,0.6071228845222012,-0.42636784300609126
omega2,Within person,P125,6.0,,0.37225301739077443,-0.047843424497761355
omega2,Within person,P125,7.0,,-0.12550119811412236,-0.762758527821513
omega2,Within person,P125,8.0,,0.3346421158467928,0.14681180934118887
omega2,Within person,P126,1.0,,-1.0932937521790578,0.2913007224450508
omega2,Within person,P126,2.0,,-1.090216055086402,0.12118726525596824
omega2,Within person,P126,3.0,,-1.143730590214135,0.49567528388980575
omega2,Within person,P126,4.0,,-0.28040052239600133,-0.18470384619319957
omega2,Within person,P126,5.0,,1.1966975124122312,0.09710707500242921
omega2,Within person,P126,6.0,,1.2232681546020472,0.12730324353186107
omega2,Within person,P126,7.0,,1.133617420482289,0.4010693014451978
omega2,Within person,P126,8.0,,0.05405783237902928,-1.3489390453771133
omega2,Within person,P127,1.0,,0.1926613697519609,-0.03976569236111624
omega2,Within person,P127,2.0,,-0.13307337302538536,-0.9094538826417786
omega2,Within person,P127,3.0,,0.09316891971708896,0.16688308237210708
omega2,Within person,P127,4.0,,0.10155006422330837,0.2539143253282938
omega2,Within person,P127,5.0,,-0.04729503600994511,0.1011361873335831
omega2,Within person,P127,6.0,,-0.08145215111374748,0.2697179694836446
omega2,Within person,P127,7.0,,0.12250388631631148,-0.11193490339890133
omega2,Within person,P127,8.0,,-0.24806367985959177,0.2695029138841675
omega2,Within person,P128,1.0,,0.17637612707801487,0.459056132817472
omega2,Within person,P128,2.0,,-2.925537007935623,-0.012859479054223688
omega2,Within person,P128,3.0,,0.21549009627153914,-0.18889098342397959
omega2,Within person,P128,4.0,,0.4788459388510403,-0.06418239047466373
omega2,Within person,P128,5.0,,0.6896506340137245,-0.11952218701541656
omega2,Within person,P128,6.0,,0.30996657813295436,0.3975264455157883
omega2,Within person,P128,7.0,,0.36817524477629116,-0.3492953109006773
omega2,Within person,P128,8.0,,0.6870323888120584,-0.12183222746429928
omega2,Within person,P129,1.0,,0.7092353168963276,-0.7876935515140784
omega2,Within person,P129,2.0,,0.0882050515660508,-0.4971241243453517
omega2,Within person,P129,3.0,,0.004990694524622585,-0.31448633611623955
omega2,Within person,P129,4.0,,0.025246613180619493,7.88539853547876e-05
omega2,Within person,P129,5.0,,-0.7714543527917104,0.37302242471093217
omega2,Within person,P129,6.0,,-0.18813765252039683,0.5867658390719646
omega2,Within person,P129,7.0,,-0.07800340442044484,0.9220155448357412
omega2,Within person,P129,8.0,,0.20991773356493165,-0.2825786506283229
omega2,Within person,P130,1.0,,-1.107727055101152,-0.1914735354607564
omega2,Within person,P130,2.0,,-1.0941199821887448,-0.11086808955465849
omega2,Within person,P130,3.0,,0.9217892201728392,-0.125516972284145
omega2,Within person,P130,4.0,,-0.07946327976229894,0.722047759261305
omega2,Within person,P130,5.0,,0.09551914327047184,-0.9476396409611981
omega2,Within person,P130,6.0,,0.7434245574478793,0.3968229117321628
omega2,Within person,P130,7.0,,0.08281638995785168,0.12317548400670433
omega2,Within person,P130,8.0,,0.4377610062031534,0.13345208326058605
omega2,Within person,P131,1.0,,-0.40074487586958685,0.08076977511625356
omega2,Within person,P131,2.0,,-0.9044346646211194,0.6785437838916124
omega2,Within person,P131,3.0,,0.10776238889807693,0.05868698273577937
omega2,Within person,P131,4.0,,0.08203816590109814,-0.5141676661561809
omega2,Within person,P131,5.0,,0.46588512145200256,0.11123575365781378
omega2,Within person,P131,6.0,,0.15914986602263498,-0.40233046787436827
omega2,Within person,P131,7.0,,0.1811563253711196,0.2680182650076339
omega2,Within person,P131,8.0,,0.3091876728457741,-0.28075642637854387
omega2,Within person,P132,1.0,,0.8360580696486392,-0.127461312206476
omega2,Within person,P132,2.0,,-0.8360580696486393,0.127461312206476
omega2,Within person,P133,1.0,,-1.84286878829589,-0.038876851983277526
omega2,Within person,P133,2.0,,0.114166446085433,0.42501850371918615
omega2,Within person,P133,3.0,,0.9845457242021091,0.31765412826081774
omega2,Within person,P133,4.0,,0.37910868291572447,-0.18163735569477651
omega2,Within person,P133,5.0,,0.8421260470290964,0.10299395976210178
omega2,Within person,P133,6.0,,0.3406949040873629,0.03155502186904845
omega2,Within person,P133,7.0,,-0.042098791488222265,-0.1740709044627076
omega2,Within person,P133,8.0,,-0.7756742245356135,-0.48263650147039244
omega2,Within person,P134,1.0,,0.38299620406689916,0.20057192776173022
omega2,Within person,P134,2.0,,0.3001991395296305,0.04023500878266657
omega2,Within person,P134,3.0,,-0.014931144968679755,0.25944885107476895
omega2,Within person,P134,4.0,,0.03167673505907376,-0.023442448307772132
omega2,Within person,P134,5.0,,0.4172547497839908,0.28462407408208906
omega2,Within person,P134,6.0,,-0.5808211083093613,-0.25182179741661564
omega2,Within person,P134,7.0,,-0.3462594724521594,-0.16227018673340937
omega2,Within person,P134,8.0,,-0.19011510270939397,-0.3473454292434576
omega2,Within person,P135,1.0,,0.5660687563410381,-0.04724960764292446
omega2,Within person,P135,2.0,,-0.6737443140625646,0.2803469355798288
omega2,Within person,P135,3.0,,-0.840742892025081,0.21236421554998786
omega2,Within person,P135,4.0,,-0.01605305823888964,-1.1830368397155706
omega2,Within person,P135,5.0,,-0.4001040201521818,0.1379941678536989
omega2,Within person,P135,6.0,,0.28944725431413104,0.14917271206294191
omega2,Within person,P135,7.0,,0.447622952049863,0.25477302336515506
omega2,Within person,P135,8.0,,0.6275053217736848,0.1956353929468826
omega2,Within person,P136,1.0,,-0.19104856747829602,-0.553189354011221
omega2,Within person,P136,2.0,,-0.17904365407689982,0.2204080158857591
omega2,Within person,P136,3.0,,0.10734080861259032,0.08791028601123646
omega2,Within person,P136,4.0,,0.2627514129426055,0.2448710521142256
omega2,Within person,P137,1.0,,0.6709472195649967,-0.15115979784407074
omega2,Within person,P137,2.0,,0.8182539995189524,-0.07573033075986746
omega2,Within person,P137,3.0,,-0.4403181607916019,-0.1605470167892008
omega2,Within person,P137,4.0,,-0.5368739275962989,0.3392073499713025
omega2,Within person,P137,5.0,,-0.5120091306960483,0.048229795421836585
omega2,Within person,P138,1.0,,-1.8645856780089998,0.42388292159713725
omega2,Within person,P138,2.0,,-1.2324319002794788,1.1272593636437525
omega2,Within person,P138,3.0,,-1.755285882850609,0.9325512960432015
omega2,Within person,P138,4.0,,0.7731517972145221,-0.370742661520238
omega2,Within person,P138,5.0,,1.0771432286730693,-0.4866579255379325
omega2,Within person,P138,6.0,,1.0520052249370522,-0.49589013195815906
omega2,Within person,P138,7.0,,0.9819407892190474,-0.8404050993936901
omega2,Within person,P138,8.0,,0.9680624210953964,-0.28999776287407175
omega2,Within person,P139,1.0,,0.35821673545693244,-0.010713709235024016
omega2,Within person,P139,2.0,,-0.07743665225927732,0.04867371628057504
omega2,Within person,P139,3.0,,0.2487821168563565,0.0077759055814341504
omega2,Within person,P139,4.0,,-0.1484617766783234,0.07503928731845111
omega2,Within person,P139,5.0,,0.248804896700309,0.07503928731845111
omega2,Within person,P139,6.0,,-0.28501338510686947,-0.015679336051257264
omega2,Within person,P139,7.0,,-0.14802150205074727,0.22374842579374588
omega2,Within person,P139,8.0,,-0.1968704329183807,-0.40388357700637534
omega2,Within person,P140,1.0,,0.09520653822525105,-1.2829440704903896
omega2,Within person,P140,2.0,,0.830593973159341,-0.7121635268359099
omega2,Within person,P140,3.0,,-2.731653868130519,-0.16601415322092933
omega2,Within person,P140,4.0,,0.7168769612207118,0.4492045052614476
omega2,Within person,P140,5.0,,0.4176341605477775,0.3908693691056121
omega2,Within person,P140,6.0,,0.01953450284336289,0.7197033012450977
omega2,Within person,P140,7.0,,0.08286182959456673,0.6274516249486835
omega2,Within person,P140,8.0,,0.5689459025395083,-0.026107050013612132
omega2,Within person,P141,1.0,,-1.225137338573735,-1.1213831649092187
omega2,Within person,P141,2.0,,-0.010386346058519735,-0.11566519195280525
omega2,Within person,P141,3.0,,-0.346441713084478,0.4180984538298154
omega2,Within person,P141,4.0,,0.6211352013547343,0.23493037456200344
omega2,Within person,P141,5.0,,0.07301240208833204,0.22109787733247727
omega2,Within person,P141,6.0,,0.28046819187713445,0.3563024471952843
omega2,Within person,P141,7.0,,0.04753241566287114,0.273007618980483
omega2,Within person,P141,8.0,,0.5598171867336609,-0.2663884150380394
omega2,Within person,P142,1.0,,-1.0579233720586112,-0.576171492685813
omega2,Within person,P142,2.0,,-1.5039197735181715,-1.5870325858201457
omega2,Within person,P142,3.0,,0.7448642169633688,0.774281661067416
omega2,Within person,P142,4.0,,0.11761910483849602,0.28981619303297573
omega2,Within person,P142,5.0,,0.5673378078606452,0.1451950367244743
omega2,Within person,P142,6.0,,-0.036930699231819686,0.4521330295224561
omega2,Within person,P142,7.0,,0.468016991115241,0.3493434963652061
omega2,Within person,P142,8.0,,0.7009357240308511,0.15243466179343046
omega2,Within person,P143,1.0,,0.436029116805679,-0.09770412467071549
omega2,Within person,P143,2.0,,0.7240946321765273,-0.23879656869105526
omega2,Within person,P143,3.0,,0.6683884032340331,-0.38037801805950994
omega2,Within person,P143,4.0,,0.38038157314789,-0.43610472848085957
omega2,Within person,P143,5.0,,-0.009834640313196141,0.31817476359395
omega2,Within person,P143,6.0,,-0.43834796917549246,0.18046154618248378
omega2,Within person,P143,7.0,,-0.9018850895361378,0.25040864640523586
omega2,Within person,P143,8.0,,-0.8588260263393029,0.4039384837204706
omega2,Within person,P144,1.0,,0.6036717304316188,0.19474775800063582
omega2,Within person,P144,2.0,,0.6412212033801461,1.1340649672543712
omega2,Within person,P144,3.0,,0.2434125556119397,0.7389884381711593
omega2,Within person,P144,4.0,,0.3194838588931734,0.2593061599383545
omega2,Within person,P144,5.0,,-0.9830617179441172,0.03164429170323757
omega2,Within person,P144,6.0,,-0.8172021388661574,-2.6939631695459583
omega2,Within person,P144,7.0,,0.17188675023343608,0.06341017177116026
omega2,Within person,P144,8.0,,-0.17941224174003934,0.2718013827070389
omega2,Within person,P145,1.0,,-0.9282903483077194,-1.4087466856748705
omega2,Within person,P145,2.0,,0.03435110518476897,-0.21192222712797107
omega2,Within person,P145,3.0,,-0.02465964550653693,0.5020839970648939
omega2,Within person,P145,4.0,,0.09486416372382872,0.1506001666511367
omega2,Within person,P145,5.0,,0.20321437799853032,0.38416484636513665
omega2,Within person,P145,6.0,,0.05151874385432653,-0.22447805715050925
omega2,Within person,P145,7.0,,-0.009900554267698591,0.654899457724142
omega2,Within person,P145,8.0,,0.5789021573205004,0.15339850214804135
omega2,Within person,P146,1.0,,0.007024419640687896,0.5998562531805792
omega2,Within person,P146,2.0,,0.259272158166574,0.4155126486720758
omega2,Within person,P146,3.0,,0.13734447817326578,-1.2699947760772843
omega2,Within person,P146,4.0,,0.5269488179877961,0.5127757134410803
omega2,Within person,P146,5.0,,-0.6295253522426463,0.0440007327083438
omega2,Within person,P146,6.0,,-0.3010645217256773,-0.3021505719247951
omega2,Within person,P147,1.0,,0.0,0.0
omega2,Within person,P148,1.0,,0.4711966778062754,-2.428589144508602
omega2,Within person,P148,2.0,,-0.15018902346954244,0.5635450846935368
omega2,Within person,P148,3.0,,0.20330288853346257,0.14767613661454015
omega2,Within person,P148,4.0,,-0.46088516658186984,0.391611956300546
omega2,Within person,P148,5.0,,-0.024646376245344714,0.8162151579858423
omega2,Within person,P148,6.0,,0.10257098529171238,-0.10123035256989416
omega2,Within person,P148,7.0,,-0.3197615549538657,0.2743541511508941
omega2,Within person,P148,8.0,,0.17841156961917248,0.3364170103331372
omega2,Within person,P149,1.0,,-0.25216057645105927,-0.3388018605663672
omega2,Within person,P149,2.0,,-0.4258867361847884,-0.94973183939367
omega2,Within person,P149,3.0,,-0.06928541769345797,-0.044361000252239546
omega2,Within person,P149,4.0,,0.07205170158068996,0.3450056711190239
omega2,Within person,P149,5.0,,0.05287689226855252,0.23894110643374136
omega2,Within person,P149,6.0,,0.09243643129793966,0.09002758022161839
omega2,Within person,P149,7.0,,0.15720646199594834,0.3772550459714925
omega2,Within person,P149,8.0,,0.3727612431861753,0.28166529646640065
omega2,Within person,P150,1.0,,0.18476043732053804,-0.9448811255730494
omega2,Within person,P150,2.0,,0.3778632795998975,0.4344738916570671
omega2,Within person,P150,3.0,,0.19237064881626786,0.20509711521774662
omega2,Within person,P150,4.0,,0.11384011038123398,0.38497642136787874
omega2,Within person,P150,5.0,,-0.1332269543354423,0.10398374413857342
omega2,Within person,P150,6.0,,-0.08263366065763328,0.46170434714564057
omega2,Within person,P150,7.0,,-0.5419489369451171,-1.3064262109879083
omega2,Within person,P150,8.0,,-0.1110249241797448,0.661071817034051
omega3,Between people,P001,,8.0,0.6837525014046051,0.19672867338339728
omega3,Between people,P002,,8.0,-0.9879099451602147,1.0463532831780649
omega3,Between people,P003,,2.0,-0.6207152877768258,0.8091249152486955
omega3,Between people,P004,,8.0,-0.17668538503513204,0.30212394004525905
omega3,Between people,P005,,1.0,-0.9261029550973376,0.831385669770686
omega3,Between people,P006,,8.0,-0.32575022829386713,-0.246079750340992
omega3,Between people,P007,,8.0,-0.9123913675840153,1.3458383569228285
omega3,Between people,P008,,5.0,-0.3626625014387689,-0.048044572019963594
omega3,Between people,P009,,8.0,0.8043011116140731,0.17271845652576318
omega3,Between people,P010,,8.0,-0.2936681648621918,-0.31070229235652663
omega3,Between people,P011,,8.0,-1.055471388318906,-2.219797543489082
omega3,Between people,P012,,1.0,0.5828461305454778,-1.629335882908634
omega3,Between people,P013,,8.0,-0.4111379198891889,0.9285627021538237
omega3,Between people,P014,,8.0,-0.2638719343135671,1.1546053931665885
omega3,Between people,P015,,1.0,-1.7058310288381493,-3.290151019629674
omega3,Between people,P016,,4.0,-1.1186771549969283,1.1765838835996747
omega3,Between people,P017,,6.0,1.1562870428912986,0.44481667239053563
omega3,Between people,P018,,8.0,0.403281646003062,1.0444141871288004
omega3,Between people,P019,,2.0,-0.5215489946745036,-0.7255672782064551
omega3,Between people,P020,,8.0,-0.474549099132889,-2.0358109501433836
omega3,Between people,P021,,7.0,-0.5029456881180235,1.4260703408766406
omega3,Between people,P022,,4.0,0.4201330162017803,0.7815048865453885
omega3,Between people,P023,,8.0,-0.6271316297858314,-0.158821600114749
omega3,Between people,P024,,8.0,-0.03465399829334293,0.19247329471861907
omega3,Between people,P025,,8.0,0.5649869143039676,0.015332855856354181
omega3,Between people,P026,,2.0,-0.600184135214749,-0.18320622774333636
omega3,Between people,P027,,8.0,-0.1114159144959459,-0.32471989276138535
omega3,Between people,P028,,5.0,0.2872558536681359,0.5444063722122556
omega3,Between people,P029,,8.0,-1.7109950684020299,-2.421030649584761
omega3,Between people,P030,,8.0,-0.46212998382607123,0.060862501177236586
omega3,Between people,P031,,1.0,0.10353541730208214,0.13684359061373141
omega3,Between people,P032,,7.0,0.12711272337970295,0.21988684709977455
omega3,Between people,P033,,5.0,-0.05165157018988307,-0.2226734525672498
omega3,Between people,P034,,8.0,-0.5814666136408383,1.41486376797001
omega3,Between people,P035,,8.0,0.7880390792573477,0.1100859125582489
omega3,Between people,P036,,8.0,0.14711667956847846,0.046114600094206024
omega3,Between people,P037,,8.0,1.3169940581442723,-0.06214990316604049
omega3,Between people,P038,,8.0,-0.684993358697659,-0.7826847603924328
omega3,Between people,P039,,8.0,0.06290427621633998,0.12497919471394019
omega3,Between people,P040,,8.0,-0.36288604121818746,-0.2408031720885602
omega3,Between people,P041,,8.0,0.8111857874396253,-0.053190085575026254
omega3,Between people,P042,,8.0,-1.1584863764220668,-0.5241303202747606
omega3,Between people,P043,,4.0,0.5078664354383308,-0.2900719768265446
omega3,Between people,P044,,3.0,-0.5669076100692494,-1.145198408549181
omega3,Between people,P045,,7.0,0.07291541714431295,-0.8785334174068521
omega3,Between people,P046,,8.0,0.5141021296791606,-0.3368959340916767
omega3,Between people,P047,,8.0,1.130790732861973,-0.37645986485795885
omega3,Between people,P048,,8.0,-0.019329336539742656,-1.4205648110956495
omega3,Between people,P049,,2.0,-0.701091167208,0.6407382653612063
omega3,Between people,P050,,6.0,-0.2402168200648359,-0.22298360460735725
omega3,Between people,P051,,8.0,-0.45864824853152214,0.4484016853326776
omega3,Between people,P052,,8.0,-0.8008751121878249,-0.2516111703371333
omega3,Between people,P053,,8.0,0.5247591227165149,-0.057442168632504176
omega3,Between people,P054,,8.0,0.034157089779491764,0.3114738790637657
omega3,Between people,P055,,3.0,-0.3197060841954795,-0.5033111285575441
omega3,Between people,P056,,8.0,1.3908809548015908,-0.014757580912059864
omega3,Between people,P057,,1.0,-1.6938836709196925,-3.880464380115928
omega3,Between people,P058,,8.0,0.4146813962885845,0.3834039139451758
